account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,gender,age,senior_citizen,married,num_dependents,zip_code,city_name,population,customer_status,churn_label,churn_category,churn_reason
AYBO-DMVWT,0378-TOVMS,3,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,10.6,31.8,73,No,Yes,Yes,85.8,272.2,0.0,Female,20,No,No,0,95385,Vernalis,274,Churned,Yes,Competitor,Competitor had better devices
HLWP-ZXSZW,0384-LPITE,40,0,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0.0,19,Yes,Yes,Yes,62.05,2511.55,0.0,Male,38,No,No,0,90041,Los Angeles,27866,Stayed,No,,
GWRT-NSIIF,0384-RVBPI,20,0,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,12.6,252.0,29,No,Yes,Yes,64.4,1398.6,0.0,Male,64,No,No,0,95380,Turlock,40545,Stayed,No,,
CFBU-KXHVB,0386-CWRGM,46,9,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,47.5,2185.0,0,No,No,No,19.4,967.85,0.0,Female,61,No,Yes,1,90210,Beverly Hills,21397,Stayed,No,,
AKHG-BKCPI,0394-YONDK,70,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,1.22,85.4,0,No,No,No,25.15,1790.15,0.0,Male,28,No,Yes,3,92025,Escondido,49281,Stayed,No,,
CRRL-UTCQZ,0397-GZBBC,59,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,10.78,636.02,15,Yes,Yes,No,93.85,5574.75,8.13,Male,70,Yes,Yes,0,93665,South Dos Palos,343,Churned,Yes,Price,Price too high
EQLQ-FIIDR,0401-WDBXM,72,4,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,8.33,599.76,59,Yes,Yes,Yes,105.55,7542.25,0.0,Male,22,No,Yes,3,95118,San Jose,31926,Stayed,No,,
JKQY-EUEIN,0402-CQAJN,37,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,24.04,889.48,59,Yes,Yes,Yes,101.9,3545.35,0.0,Female,22,No,No,0,91732,El Monte,62660,Churned,Yes,Dissatisfaction,Lack of self-service on Website
BINK-SFVDC,0404-SWRVG,3,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,14.6,43.8,71,No,No,Yes,74.4,229.55,8.74,Male,21,No,No,2,90631,La Habra,67354,Churned,Yes,Dissatisfaction,Product dissatisfaction
HGPK-QKMTX,0406-BPDVR,54,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,One Year,Yes,Credit Card,33.49,1808.46,8,Yes,Yes,Yes,101.5,5373.1,0.0,Female,75,Yes,Yes,0,93277,Visalia,44741,Churned,Yes,Price,Lack of affordable download/upload speed
FVKR-PSABX,0407-BDJKB,60,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.22,2113.2,16,Yes,No,No,95.75,5742.9,0.0,Male,59,No,Yes,0,94114,San Francisco,30587,Churned,Yes,Dissatisfaction,Service dissatisfaction
ENLL-VWOIH,0412-UCCNP,55,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,12.28,675.4,48,No,No,No,59.2,3175.85,0.0,Male,20,No,No,0,92332,Essex,115,Stayed,No,,
CVDZ-EXPHL,0415-MOSGF,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,26.53,26.53,30,No,No,No,44.4,44.4,0.0,Female,58,No,No,0,95030,Los Gatos,13290,Churned,Yes,Attitude,Attitude of support person
EXNS-UEATN,0422-OHQHQ,15,7,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,34.63,519.45,0,No,No,No,20.55,295.95,0.0,Female,23,No,Yes,0,93722,Fresno,60889,Stayed,No,,
HEXW-EFQKC,0426-TIRNE,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,15.51,15.51,0,No,No,No,20.9,20.9,0.0,Female,54,No,No,0,91316,Encino,27614,Churned,Yes,Dissatisfaction,Limited range of services
AFKF-DLQEA,0428-AXXLJ,25,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,3.58,89.5,0,No,No,No,19.5,516.3,0.0,Male,29,No,No,0,90706,Bellflower,72893,Stayed,No,,
CXMU-LKPFG,0428-IKYCP,22,9,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.68,1070.96,18,Yes,No,No,87.0,1850.65,0.0,Male,56,No,Yes,0,95370,Sonora,25340,Stayed,No,,
HYWZ-RWGIM,0436-TWFFZ,67,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,8.71,583.57,41,Yes,Yes,Yes,85.25,5714.2,1.31,Female,21,No,No,0,90805,Long Beach,91664,Stayed,No,,
FRVJ-HHVDM,0440-EKDCF,62,1,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,33.7,2089.4,15,No,No,No,60.15,3753.2,0.0,Male,47,No,Yes,0,96113,Herlong,946,Stayed,No,,
HBUG-YOLSC,0440-MOGPM,41,0,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,6.16,252.56,12,Yes,Yes,Yes,80.55,3263.9,0.0,Female,51,No,No,0,94954,Petaluma,35419,Stayed,No,,
ENUG-YTBFL,0440-QEXBZ,44,0,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,18.42,810.48,22,No,No,No,50.15,2139.1,0.0,Female,64,No,No,0,93501,Mojave,4882,Stayed,No,,
HAYA-MUIVX,0440-UEDAI,53,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,33.88,1795.64,6,No,Yes,Yes,94.45,5042.75,0.0,Female,59,No,No,0,96014,Callahan,290,Stayed,No,,
DYYD-ZWRAP,0442-TDYUO,48,4,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,33.06,1586.88,0,No,No,No,20.05,1036.0,0.0,Male,44,No,Yes,0,94922,Bodega,584,Stayed,No,,
EPVL-FDQBR,0442-ZXKVS,54,2,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,43.71,2360.34,12,Yes,Yes,No,115.6,6431.05,0.0,Female,79,Yes,Yes,0,95316,Denair,5513,Stayed,No,,
CKIY-CLVEF,0458-HEUZG,13,0,Yes,Cable,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,0.0,0.0,13,No,No,No,35.4,450.4,0.0,Female,58,No,No,0,95511,Alderpoint,261,Stayed,No,,
CWIK-ENTND,0459-SPZHJ,63,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,13.45,847.35,69,Yes,Yes,Yes,83.5,5435.0,0.0,Male,19,No,Yes,0,92843,Garden Grove,43491,Stayed,No,,
DEJD-TRRGW,0463-ZSDNT,10,0,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.3,303.0,73,No,Yes,Yes,56.75,503.25,0.0,Male,23,No,No,0,92026,Escondido,43436,Stayed,No,,
IEXT-QSKQG,0468-YRPXN,29,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,48.2,1397.8,19,Yes,Yes,Yes,98.8,2807.1,0.0,Male,62,No,No,0,90717,Lomita,21065,Stayed,No,,
GJVQ-ANYZA,0471-LVHGK,41,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,15.91,652.31,29,Yes,Yes,Yes,73.0,3001.2,0.0,Male,34,No,Yes,0,95662,Orangevale,32040,Churned,Yes,Competitor,Competitor offered higher download speeds
GOOW-SKUXF,0481-SUMCB,45,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,34.12,1535.4,15,Yes,Yes,No,102.15,4735.35,0.0,Female,74,Yes,No,0,95947,Greenville,2064,Stayed,No,,
BOCE-YWAVJ,0484-FFVBJ,32,0,Yes,DSL,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,15.52,496.64,12,Yes,Yes,Yes,64.85,2010.95,0.0,Male,43,No,No,0,95437,Fort Bragg,14417,Stayed,No,,
BLPU-JIKKV,0485-ZBSLN,65,4,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,36.5,2372.5,0,No,No,No,24.75,1715.1,0.0,Male,52,No,Yes,2,92254,Mecca,8768,Stayed,No,,
GGXB-FLRNY,0486-HECZI,55,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,49.06,2698.3,27,Yes,No,No,96.75,5238.9,0.0,Male,37,No,Yes,1,90504,Torrance,31678,Churned,Yes,Price,Long distance charges
HHCU-TDYWQ,0486-LGCCH,11,2,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,40.76,448.36,0,No,No,No,19.65,225.75,0.0,Male,48,No,Yes,2,92394,Victorville,12083,Stayed,No,,
IKWO-MRGPT,0487-VVUVK,25,5,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.09,477.25,0,No,No,No,19.15,477.6,0.0,Male,49,No,Yes,2,93109,Santa Barbara,10986,Stayed,No,,
GOZR-QGNIA,0495-RVCBF,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,33.88,33.88,26,No,Yes,Yes,79.7,79.7,0.0,Female,39,No,No,0,95401,Santa Rosa,36125,Churned,Yes,Other,Poor expertise of online support
DESD-WFMGP,0504-HHAPI,27,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,16.94,457.38,11,No,Yes,No,88.3,2467.75,0.0,Female,72,Yes,No,0,95637,Guinda,228,Churned,Yes,Other,Don't know
HXVP-UAJWC,0508-OOLTO,2,5,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.03,58.06,10,No,No,No,71.65,135.75,0.0,Female,33,No,Yes,1,92310,Fort Irwin,9465,Joined,No,,
DYER-FHZJM,0508-SQWPL,57,9,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,26.67,1520.19,0,No,No,No,20.1,1087.7,0.0,Female,32,No,Yes,3,91941,La Mesa,44652,Stayed,No,,
JCLF-RTZUI,0512-FLFDW,60,3,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,27.68,1660.8,26,Yes,Yes,No,100.5,6029.0,0.0,Female,74,Yes,Yes,0,92060,Palomar Mountain,234,Stayed,No,,
IXNB-UEDHN,0516-UXRMT,62,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,23.88,1480.56,47,No,No,No,92.05,5755.8,14.21,Female,27,No,No,0,93033,Oxnard,77791,Stayed,No,,
EZGJ-PBOYY,0516-WJVXC,5,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,3.61,18.05,69,No,No,No,54.2,308.25,0.0,Female,21,No,No,0,95818,Sacramento,21313,Churned,Yes,Dissatisfaction,Network reliability
IPYF-YGVMT,0519-DRGTI,20,9,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,42.46,849.2,0,No,No,No,20.35,442.6,0.0,Female,58,No,Yes,3,95219,Stockton,19109,Stayed,No,,
IFAG-PVBAX,0524-IAVZO,30,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,4.82,144.6,41,No,Yes,Yes,85.0,2624.25,0.0,Female,25,No,Yes,0,92539,Anza,3745,Churned,Yes,Other,Don't know
BXYZ-NDDKQ,0526-SXDJP,72,7,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0.0,17,No,No,No,42.1,2962.0,0.0,Male,36,No,Yes,0,90201,Bell,105285,Stayed,No,,
FGXM-WJRJR,0531-XBKMM,66,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,32.12,2119.92,17,No,No,No,65.7,4378.9,0.0,Male,37,No,No,2,91702,Azusa,57775,Stayed,No,,
DTWE-GLZPE,0536-ACXIP,72,9,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,44.2,3182.4,2,Yes,Yes,Yes,109.55,8165.1,0.0,Female,34,No,Yes,0,95242,Lodi,22073,Stayed,No,,
GNRC-WMTLI,0536-BGFMZ,28,3,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,42.33,1185.24,0,No,No,No,20.5,563.05,0.0,Female,27,No,Yes,0,95585,Leggett,321,Stayed,No,,
GHNP-IDKQB,0541-FITGH,2,6,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,48.39,96.78,24,No,Yes,Yes,62.15,113.1,0.0,Female,59,No,Yes,0,95325,Hornitos,128,Joined,No,,
EJLT-PCQDP,0550-DCXLH,13,0,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,40.99,532.87,21,Yes,Yes,Yes,73.35,931.55,49.02,Male,64,No,No,0,92274,Thermal,17018,Stayed,No,,
ETRK-DXZEJ,0556-FJEGU,58,0,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,47.47,2753.26,69,Yes,No,No,70.1,4048.95,0.0,Male,26,No,No,0,94549,Lafayette,23996,Stayed,No,,
AXHE-KTVGM,0557-ASKVU,18,2,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,44.97,809.46,7,No,No,No,54.4,957.1,0.0,Female,43,No,Yes,0,90210,Beverly Hills,21397,Stayed,No,,
AQCV-BEDYN,0562-HKHML,71,9,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,18.99,1348.29,0,No,No,No,23.9,1626.4,0.0,Male,39,No,Yes,1,94502,Alameda,13996,Stayed,No,,
IXOD-CNKCE,0562-KBDVM,70,0,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0.0,11,No,No,No,44.6,3058.15,0.0,Female,62,No,No,0,95638,Herald,1745,Stayed,No,,
CVTW-ZPFVW,0565-JUPYD,63,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,21.45,1351.35,85,Yes,No,No,104.5,6590.8,0.0,Male,26,No,No,0,94510,Benicia,25578,Stayed,No,,
ADHD-XTYYU,0568-ONFPC,5,1,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,40.05,200.25,0,No,No,No,25.9,135.0,0.0,Male,34,No,Yes,1,94112,San Francisco,73117,Churned,,Other,Moved
BJQF-TWCFZ,0570-BFQHT,9,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,32.57,293.13,13,No,No,No,80.55,653.9,2.28,Female,38,No,No,0,96007,Anderson,21418,Stayed,No,,
BXNY-EDAOG,0580-PIQHM,41,7,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,14.73,603.93,82,No,Yes,Yes,101.6,3930.55,0.0,Female,21,No,Yes,1,92503,Riverside,71678,Stayed,No,,
GTFV-TUMAU,0581-MDMPW,24,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.09,1058.16,9,Yes,No,No,88.95,2072.75,0.0,Female,63,No,No,0,95148,San Jose,44103,Stayed,No,,
ABHW-EXJZF,0582-AVCLN,38,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,43.19,1641.22,0,No,No,No,20.3,743.05,0.0,Female,43,No,No,0,93304,Bakersfield,44588,Stayed,No,,
BHEM-ZUNAO,0584-BJQGZ,25,0,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,28.05,701.25,85,Yes,No,No,78.35,1837.9,0.0,Female,19,No,No,0,95983,Taylorsville,513,Stayed,No,,
FHQH-INECE,0585-EGDDA,40,8,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.22,1568.8,27,No,No,No,80.0,3168.75,41.74,Male,41,No,Yes,0,96027,Etna,2156,Stayed,No,,
AYXY-YUILU,0587-DMGBH,8,0,Yes,Cable,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,37.79,302.32,25,No,No,No,49.85,365.55,13.01,Female,48,No,No,0,95988,Willows,8812,Churned,Yes,Competitor,Competitor offered higher download speeds
DNRQ-EWRRN,0594-UFTUL,13,1,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,40.2,522.6,0,No,No,No,19.85,252.0,0.0,Male,35,No,Yes,3,95655,Mather,929,Stayed,No,,
GMEU-JUEJF,0595-ITUDF,64,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.58,2213.12,27,No,No,No,91.8,5960.5,0.0,Male,21,No,Yes,1,94930,Fairfax,8486,Stayed,No,,
AVGM-WSWSR,0596-BQCEQ,62,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.58,3011.96,13,Yes,Yes,Yes,100.15,6283.3,0.0,Female,32,No,Yes,0,95547,Hydesville,1201,Churned,Yes,Competitor,Competitor had better devices
BXFF-ESMRZ,0599-XNYDO,20,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.49,869.8,28,No,No,No,69.8,1540.35,0.0,Female,51,No,Yes,0,95444,Graton,390,Stayed,No,,
JXMR-OYZAS,0601-WZHJF,14,1,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,12,Yes,Yes,Yes,46.35,667.7,0.0,Male,53,No,Yes,0,93263,Shafter,15177,Churned,Yes,Attitude,Attitude of service provider
IMUB-LFCYS,0603-TPMIB,59,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,42.37,2499.83,0,No,No,No,25.45,1534.05,0.0,Female,40,No,Yes,2,93452,San Simeon,471,Stayed,No,,
IDMR-BXPKW,0604-THJFP,59,4,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Two Year,Yes,Credit Card,8.28,488.52,22,Yes,Yes,Yes,75.95,4542.35,0.0,Female,40,No,Yes,0,94552,Castro Valley,13212,Stayed,No,,
CHRD-UNUIE,0607-MVMGC,45,3,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,One Year,No,Credit Card,39.82,1791.9,13,Yes,Yes,Yes,78.75,3600.65,0.0,Male,33,No,Yes,0,92066,Ranchita,339,Stayed,No,,
BIOU-KRNGR,0617-FHSGK,49,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,19.08,934.92,24,No,No,No,75.2,3678.3,0.0,Male,62,No,No,0,95670,Rancho Cordova,49729,Churned,Yes,Price,Extra data charges
BGOQ-UWRFH,0618-XWMSS,28,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,44.28,1239.84,5,No,No,No,74.9,2068.55,0.0,Male,60,No,No,0,93280,Wasco,22760,Churned,Yes,Price,Long distance charges
HXGW-VRLWP,0619-OLYUR,72,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,47.83,3443.76,27,Yes,Yes,Yes,111.9,8071.05,0.0,Male,32,No,Yes,0,92840,Garden Grove,50641,Stayed,No,,
HJSI-JNIYS,0620-DLSLK,13,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,34.18,444.34,19,Yes,No,No,81.9,1028.9,0.0,Female,47,No,No,0,91103,Pasadena,27891,Stayed,No,,
CJUA-YMKBA,0620-XEFWH,4,1,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,39.04,156.16,0,No,No,No,18.85,84.2,0.0,Male,41,No,Yes,1,96069,Oak Run,829,Stayed,No,,
CTPP-KXEHA,0621-HJWXJ,63,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,21.15,1332.45,24,No,No,No,81.55,5029.05,0.0,Female,54,No,Yes,0,92618,Irvine,6301,Stayed,No,,
GJFL-ICJFY,0621-JFHOL,10,0,Yes,Cable,Yes,No,No,Yes,No,No,No,Two Year,Yes,Mailed Check,0.0,0.0,29,No,No,No,29.6,299.05,0.0,Female,41,No,No,0,91602,North Hollywood,16996,Stayed,No,,
CODR-PPGCW,0621-TWIEM,10,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,34.44,344.4,69,No,No,Yes,45.55,402.6,0.0,Male,28,No,No,0,91321,Newhall,30742,Churned,Yes,Attitude,Attitude of support person
GKNI-LFHIE,0623-EJQEG,65,0,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,One Year,No,Bank Withdrawal,2.72,176.8,16,No,Yes,Yes,93.55,6069.25,0.0,Male,50,No,No,0,95247,Murphys,4353,Stayed,No,,
GIXZ-AWFIH,0623-IIHUG,21,0,Yes,Cable,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,8,Yes,No,No,41.9,840.1,0.0,Female,77,Yes,No,0,92122,San Diego,34902,Churned,Yes,Competitor,Competitor made better offer
BMEW-ZTVXS,0625-AFOHS,29,5,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,34.44,998.76,0,No,No,No,20.2,558.8,0.0,Female,40,No,Yes,1,95536,Ferndale,2965,Stayed,No,,
JGSX-UYNPZ,0628-CNQRM,22,1,Yes,Cable,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,19.8,435.6,17,Yes,No,No,67.5,1544.05,0.0,Male,49,No,Yes,0,92592,Temecula,46171,Churned,Yes,Other,Don't know
CVLI-HKVLR,0637-UBJRP,13,5,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,29.92,388.96,21,No,Yes,Yes,84.05,1095.3,23.97,Male,40,No,Yes,0,95693,Wilton,5889,Churned,Yes,Competitor,Competitor offered higher download speeds
EVNX-WXZHW,0639-TSIQW,67,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,37.5,2512.5,30,Yes,No,No,102.95,6886.25,0.0,Female,28,No,No,0,92282,White Water,805,Churned,Yes,Competitor,Competitor offered more data
CFAG-IDNVZ,0650-BWOZN,18,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,7.51,135.18,24,No,No,No,73.55,1359.45,0.0,Female,71,Yes,No,0,92536,Aguanga,2433,Stayed,No,,
FZED-SQJOJ,0655-RBDUG,7,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,9.25,64.75,29,Yes,Yes,Yes,98.05,713.0,0.0,Male,32,No,No,0,95002,Alviso,2147,Churned,Yes,Competitor,Competitor had better devices
DHWB-VXMGE,0657-DOGUM,48,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,44.72,2146.56,13,No,No,No,60.6,2985.25,0.0,Female,35,No,Yes,0,91739,Rancho Cucamonga,12937,Stayed,No,,
HAFM-ZSHTE,0661-KQHNK,6,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,30.01,180.06,0,No,No,No,19.0,105.5,0.0,Female,38,No,Yes,3,96084,Round Mountain,459,Stayed,No,,
ITQP-JCHSH,0661-WCQNQ,22,8,Yes,DSL,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,7.68,168.96,7,No,No,No,56.25,1292.2,0.0,Male,56,No,Yes,0,95556,Orleans,574,Stayed,No,,
DSDX-PNXZS,0665-XHDJU,72,7,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,34.95,2516.4,48,Yes,Yes,Yes,99.4,7285.7,0.0,Male,21,No,Yes,0,95462,Monte Rio,1537,Stayed,No,,
DJBY-MGRSE,0670-ANMUU,71,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,One Year,No,Credit Card,16.57,1176.47,5,No,Yes,Yes,97.65,6687.85,0.0,Male,47,No,No,0,91709,Chino Hills,66754,Stayed,No,,
AVUC-QTIFM,0674-EYYZV,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,36.33,36.33,4,Yes,No,No,54.65,54.65,0.0,Female,41,No,No,0,90065,Los Angeles,47534,Joined,No,,
BUAT-KXMKR,0674-GCDXG,63,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,42.59,2683.17,85,No,Yes,Yes,71.9,4479.2,0.0,Male,20,No,No,0,93308,Bakersfield,44915,Stayed,No,,
DLUY-IDCPT,0678-RLHVP,53,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,12.92,684.76,19,Yes,Yes,Yes,105.55,5682.25,0.0,Female,33,No,No,0,94065,Redwood City,10658,Stayed,No,,
JKET-MTORF,0679-IDSTG,1,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,37.3,37.3,8,No,No,No,69.25,69.25,0.0,Female,73,Yes,Yes,0,95417,Branscomb,176,Churned,Yes,Competitor,Competitor had better devices
HWND-BTGBT,0685-MLYYM,2,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,9.86,19.72,21,No,No,No,70.75,154.85,0.0,Female,74,Yes,No,0,90620,Buena Park,44442,Churned,Yes,Price,Long distance charges
GZWK-DCDFH,0691-NIKRI,40,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,16.73,669.2,14,Yes,Yes,Yes,105.95,4335.2,0.0,Female,41,No,No,0,95626,Elverta,6197,Stayed,No,,
